,sign_id,pert_id,pert_desc,score
32,CPC015_SKB_24H:BRD-K22503835-001-06-0:10;CPC006_VCAP_24H:BRD-A70449690-001-01-4:10,BRD-K22503835;BRD-A70449690,-666;forskolin,0.8442481592451838
33,CPC018_HEPG2_6H:BRD-K09602097-001-04-5:10;CPC015_SKB_24H:BRD-K22503835-001-06-0:10,BRD-K09602097;BRD-K22503835,-666;-666,0.8443407194308288
34,CPC015_SKB_24H:BRD-K22503835-001-06-0:10;CPC006_THP1_6H:BRD-K73789395-001-06-5:102.71,BRD-K22503835;BRD-K73789395,-666;ZM 336372,0.8445523282567903
35,CPC006_PC3_24H:BRD-A70449690-001-01-4:10;CPC015_SKB_24H:BRD-K22503835-001-06-0:10,BRD-A70449690;BRD-K22503835,forskolin;-666,0.8446836592975564
36,CPC015_A549_24H:BRD-K22503835-001-06-0:10;CPC014_HT29_6H:BRD-K76723084-001-15-8:10,BRD-K22503835;BRD-K76723084,-666;GR-102,0.8447320471059779
37,CPD001_MCF7_24H:BRD-K06926592-001-03-3:10;CPC015_SKB_24H:BRD-K22503835-001-06-0:10,BRD-K06926592;BRD-K22503835,Isotretinoin;-666,0.8448134178144924
38,CPC004_HA1E_24H:BRD-K09602097-001-04-5:10;HOG003_A549_6H:BRD-K22503835-001-06-0:10,BRD-K09602097;BRD-K22503835,Forskolin;scriptaid,0.8448967486001242
39,CPC006_A375_24H:BRD-K53903639-001-01-3:80;CPC003_HA1E_24H:BRD-K22503835-001-06-0:10,BRD-K53903639;BRD-K22503835,480743.cdx;Scriptaid,0.8449811438222722
40,CPC002_HA1E_24H:BRD-K37312348-001-06-9:10;HOG003_A549_6H:BRD-K22503835-001-06-0:10,BRD-K37312348;BRD-K22503835,Kenpaullone;scriptaid,0.8451213524185675
41,CPC004_PC3_24H:BRD-K54233340-300-01-0:10;CPC003_HA1E_24H:BRD-K22503835-001-06-0:10,BRD-K54233340;BRD-K22503835,Dorsomorphin dihydrochloride;Scriptaid,0.8452134035254443
42,CPC004_HA1E_6H:BRD-A55416093-001-03-1:10;CPC003_HA1E_24H:BRD-K22503835-001-06-0:10,BRD-A55416093;BRD-K22503835,COLFORSIN;Scriptaid,0.8452258428063439
43,CPC015_A549_24H:BRD-K22503835-001-06-0:10;CPC015_SKB_24H:BRD-K22503835-001-06-0:10,BRD-K22503835;BRD-K22503835,-666;-666,0.8452625520069508
44,CPC002_VCAP_6H:BRD-K37312348-001-06-9:10;CPC003_HA1E_24H:BRD-K22503835-001-06-0:10,BRD-K37312348;BRD-K22503835,Kenpaullone;Scriptaid,0.8452898546735911
45,CPC002_HA1E_24H:BRD-K37312348-001-06-9:10;CPC003_HA1E_24H:BRD-K22503835-001-06-0:10,BRD-K37312348;BRD-K22503835,Kenpaullone;Scriptaid,0.8454648873259777
46,CPC004_HA1E_24H:BRD-K09602097-001-04-5:10;CPC003_HA1E_24H:BRD-K22503835-001-06-0:10,BRD-K09602097;BRD-K22503835,Forskolin;Scriptaid,0.8455477399565962
47,HOG003_A549_6H:BRD-K22503835-001-06-0:3.33;CPC014_HT29_6H:BRD-K76723084-001-15-8:10,BRD-K22503835;BRD-K76723084,scriptaid;GR-102,0.8457425601948014
48,CPC014_A375_6H:BRD-K76723084-001-15-8:10;CPC015_SKB_24H:BRD-K22503835-001-06-0:10,BRD-K76723084;BRD-K22503835,GR-102;-666,0.84580217518362
49,CPC014_HT29_6H:BRD-K76723084-001-15-8:10;CVD001_HUH7_24H:BRD-K37312348-001-05-1:15.3,BRD-K76723084;BRD-K37312348,GR-102;-666,0.8458128929895417
