,sign_id,pert_id,pert_desc,score
14,CPC004_PC3_24H:BRD-K08252256-236-17-1:10;CPC004_PC3_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;DICLOFENAC SODIUM,0.0
15,CPC004_PC3_24H:BRD-K08252256-236-17-1:10;CPC011_PC3_6H:BRD-K08252256-236-25-4:10,BRD-K08252256;BRD-K08252256,"DICLOFENAC SODIUM;benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.0
16,CPC004_PC3_24H:BRD-K08252256-236-17-1:10;CPC011_A375_6H:BRD-K08252256-236-25-4:10,BRD-K08252256;BRD-K08252256,"DICLOFENAC SODIUM;benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.0
17,CPC004_PC3_24H:BRD-K08252256-236-17-1:10;CPC016_HT29_6H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;-666,0.0
18,CPC004_PC3_24H:BRD-K08252256-236-17-1:10;CPC016_A375_6H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;-666,0.0
19,CPC004_PC3_24H:BRD-K08252256-236-17-1:10;CPC001_PC3_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;DAPT,0.0
20,CPC004_PC3_24H:BRD-K08252256-236-17-1:10;CPC004_VCAP_6H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;DICLOFENAC SODIUM,0.0
21,CPC004_PC3_24H:BRD-K08252256-236-17-1:10;CPC001_HCC515_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;DAPT,0.0
22,CPC004_PC3_24H:BRD-K08252256-236-17-1:10;CPC004_MCF7_6H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;DICLOFENAC SODIUM,0.0
23,CPC004_PC3_24H:BRD-K08252256-236-17-1:10;CPC001_VCAP_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;DAPT,0.0
24,CPC004_PC3_24H:BRD-K08252256-236-17-1:10;CPC017_MCF7_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;-666,0.0
25,CPC004_PC3_24H:BRD-K08252256-236-17-1:10;CPC016_NPC_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;-666,0.0
26,CPC004_PC3_24H:BRD-K08252256-236-17-1:10;CPC004_VCAP_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;DICLOFENAC SODIUM,0.0
27,CPC011_PC3_6H:BRD-K08252256-236-25-4:10;CPC011_PC3_6H:BRD-K08252256-236-25-4:10,BRD-K08252256;BRD-K08252256,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.0
28,CPC011_PC3_6H:BRD-K08252256-236-25-4:10;CPC011_A375_6H:BRD-K08252256-236-25-4:10,BRD-K08252256;BRD-K08252256,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.0
29,CPC011_PC3_6H:BRD-K08252256-236-25-4:10;CPC016_HT29_6H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];-666",0.0
30,CPC011_PC3_6H:BRD-K08252256-236-25-4:10;CPC016_A375_6H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];-666",0.0
31,CPC011_PC3_6H:BRD-K08252256-236-25-4:10;CPC001_PC3_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];DAPT",0.0
32,CPC011_PC3_6H:BRD-K08252256-236-25-4:10;CPC004_VCAP_6H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];DICLOFENAC SODIUM",0.0
33,CPC011_PC3_6H:BRD-K08252256-236-25-4:10;CPC001_HCC515_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];DAPT",0.0
34,CPC011_PC3_6H:BRD-K08252256-236-25-4:10;CPC004_MCF7_6H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];DICLOFENAC SODIUM",0.0
35,CPC011_PC3_6H:BRD-K08252256-236-25-4:10;CPC001_VCAP_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];DAPT",0.0
36,CPC011_PC3_6H:BRD-K08252256-236-25-4:10;CPC017_MCF7_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];-666",0.0
37,CPC011_PC3_6H:BRD-K08252256-236-25-4:10;CPC016_NPC_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];-666",0.0
38,CPC011_PC3_6H:BRD-K08252256-236-25-4:10;CPC004_VCAP_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];DICLOFENAC SODIUM",0.0
39,CPC011_A375_6H:BRD-K08252256-236-25-4:10;CPC011_A375_6H:BRD-K08252256-236-25-4:10,BRD-K08252256;BRD-K08252256,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.0
40,CPC011_A375_6H:BRD-K08252256-236-25-4:10;CPC016_HT29_6H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];-666",0.0
41,CPC011_A375_6H:BRD-K08252256-236-25-4:10;CPC016_A375_6H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];-666",0.0
42,CPC011_A375_6H:BRD-K08252256-236-25-4:10;CPC001_PC3_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];DAPT",0.0
43,CPC011_A375_6H:BRD-K08252256-236-25-4:10;CPC004_VCAP_6H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];DICLOFENAC SODIUM",0.0
44,CPC011_A375_6H:BRD-K08252256-236-25-4:10;CPC001_HCC515_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];DAPT",0.0
45,CPC011_A375_6H:BRD-K08252256-236-25-4:10;CPC004_MCF7_6H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];DICLOFENAC SODIUM",0.0
46,CPC011_A375_6H:BRD-K08252256-236-25-4:10;CPC001_VCAP_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];DAPT",0.0
47,CPC011_A375_6H:BRD-K08252256-236-25-4:10;CPC017_MCF7_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];-666",0.0
48,CPC011_A375_6H:BRD-K08252256-236-25-4:10;CPC016_NPC_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];-666",0.0
49,CPC011_A375_6H:BRD-K08252256-236-25-4:10;CPC004_VCAP_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];DICLOFENAC SODIUM",0.0
50,CPC016_HT29_6H:BRD-A68929948-001-01-9:10;CPC016_HT29_6H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;-666,0.0
51,CPC016_HT29_6H:BRD-A68929948-001-01-9:10;CPC016_A375_6H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;-666,0.0
52,CPC016_HT29_6H:BRD-A68929948-001-01-9:10;CPC001_PC3_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;DAPT,0.0
53,CPC016_HT29_6H:BRD-A68929948-001-01-9:10;CPC004_VCAP_6H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,-666;DICLOFENAC SODIUM,0.0
54,CPC016_HT29_6H:BRD-A68929948-001-01-9:10;CPC001_HCC515_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;DAPT,0.0
55,CPC016_HT29_6H:BRD-A68929948-001-01-9:10;CPC004_MCF7_6H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,-666;DICLOFENAC SODIUM,0.0
56,CPC016_HT29_6H:BRD-A68929948-001-01-9:10;CPC001_VCAP_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;DAPT,0.0
57,CPC016_HT29_6H:BRD-A68929948-001-01-9:10;CPC017_MCF7_24H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,-666;-666,0.0
58,CPC016_HT29_6H:BRD-A68929948-001-01-9:10;CPC016_NPC_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;-666,0.0
59,CPC016_HT29_6H:BRD-A68929948-001-01-9:10;CPC004_VCAP_24H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,-666;DICLOFENAC SODIUM,0.0
60,CPC016_A375_6H:BRD-A68929948-001-01-9:10;CPC016_A375_6H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;-666,0.0
61,CPC016_A375_6H:BRD-A68929948-001-01-9:10;CPC001_PC3_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;DAPT,0.0
62,CPC016_A375_6H:BRD-A68929948-001-01-9:10;CPC004_VCAP_6H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,-666;DICLOFENAC SODIUM,0.0
63,CPC016_A375_6H:BRD-A68929948-001-01-9:10;CPC001_HCC515_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;DAPT,0.0
64,CPC016_A375_6H:BRD-A68929948-001-01-9:10;CPC004_MCF7_6H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,-666;DICLOFENAC SODIUM,0.0
65,CPC016_A375_6H:BRD-A68929948-001-01-9:10;CPC001_VCAP_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;DAPT,0.0
66,CPC016_A375_6H:BRD-A68929948-001-01-9:10;CPC017_MCF7_24H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,-666;-666,0.0
67,CPC016_A375_6H:BRD-A68929948-001-01-9:10;CPC016_NPC_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;-666,0.0
68,CPC016_A375_6H:BRD-A68929948-001-01-9:10;CPC004_VCAP_24H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,-666;DICLOFENAC SODIUM,0.0
69,CPC001_PC3_24H:BRD-A68929948-001-01-9:10;CPC001_PC3_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,DAPT;DAPT,0.0
70,CPC001_PC3_24H:BRD-A68929948-001-01-9:10;CPC004_VCAP_6H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,DAPT;DICLOFENAC SODIUM,0.0
71,CPC001_PC3_24H:BRD-A68929948-001-01-9:10;CPC001_HCC515_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,DAPT;DAPT,0.0
72,CPC001_PC3_24H:BRD-A68929948-001-01-9:10;CPC004_MCF7_6H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,DAPT;DICLOFENAC SODIUM,0.0
73,CPC001_PC3_24H:BRD-A68929948-001-01-9:10;CPC001_VCAP_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,DAPT;DAPT,0.0
74,CPC001_PC3_24H:BRD-A68929948-001-01-9:10;CPC017_MCF7_24H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,DAPT;-666,0.0
75,CPC001_PC3_24H:BRD-A68929948-001-01-9:10;CPC016_NPC_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,DAPT;-666,0.0
76,CPC001_PC3_24H:BRD-A68929948-001-01-9:10;CPC004_VCAP_24H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,DAPT;DICLOFENAC SODIUM,0.0
77,CPC004_VCAP_6H:BRD-K08252256-236-17-1:10;CPC004_VCAP_6H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;DICLOFENAC SODIUM,0.0
78,CPC004_VCAP_6H:BRD-K08252256-236-17-1:10;CPC001_HCC515_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;DAPT,0.0
79,CPC004_VCAP_6H:BRD-K08252256-236-17-1:10;CPC004_MCF7_6H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;DICLOFENAC SODIUM,0.0
80,CPC004_VCAP_6H:BRD-K08252256-236-17-1:10;CPC001_VCAP_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;DAPT,0.0
81,CPC004_VCAP_6H:BRD-K08252256-236-17-1:10;CPC017_MCF7_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;-666,0.0
82,CPC004_VCAP_6H:BRD-K08252256-236-17-1:10;CPC016_NPC_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;-666,0.0
83,CPC004_VCAP_6H:BRD-K08252256-236-17-1:10;CPC004_VCAP_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;DICLOFENAC SODIUM,0.0
84,CPC001_HCC515_24H:BRD-A68929948-001-01-9:10;CPC001_HCC515_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,DAPT;DAPT,0.0
85,CPC001_HCC515_24H:BRD-A68929948-001-01-9:10;CPC004_MCF7_6H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,DAPT;DICLOFENAC SODIUM,0.0
86,CPC001_HCC515_24H:BRD-A68929948-001-01-9:10;CPC001_VCAP_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,DAPT;DAPT,0.0
87,CPC001_HCC515_24H:BRD-A68929948-001-01-9:10;CPC017_MCF7_24H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,DAPT;-666,0.0
88,CPC001_HCC515_24H:BRD-A68929948-001-01-9:10;CPC016_NPC_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,DAPT;-666,0.0
89,CPC001_HCC515_24H:BRD-A68929948-001-01-9:10;CPC004_VCAP_24H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,DAPT;DICLOFENAC SODIUM,0.0
90,CPC004_MCF7_6H:BRD-K08252256-236-17-1:10;CPC004_MCF7_6H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;DICLOFENAC SODIUM,0.0
91,CPC004_MCF7_6H:BRD-K08252256-236-17-1:10;CPC001_VCAP_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;DAPT,0.0
92,CPC004_MCF7_6H:BRD-K08252256-236-17-1:10;CPC017_MCF7_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;-666,0.0
93,CPC004_MCF7_6H:BRD-K08252256-236-17-1:10;CPC016_NPC_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;-666,0.0
94,CPC004_MCF7_6H:BRD-K08252256-236-17-1:10;CPC004_VCAP_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;DICLOFENAC SODIUM,0.0
95,CPC001_VCAP_24H:BRD-A68929948-001-01-9:10;CPC001_VCAP_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,DAPT;DAPT,0.0
96,CPC001_VCAP_24H:BRD-A68929948-001-01-9:10;CPC017_MCF7_24H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,DAPT;-666,0.0
97,CPC001_VCAP_24H:BRD-A68929948-001-01-9:10;CPC016_NPC_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,DAPT;-666,0.0
98,CPC001_VCAP_24H:BRD-A68929948-001-01-9:10;CPC004_VCAP_24H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,DAPT;DICLOFENAC SODIUM,0.0
99,CPC017_MCF7_24H:BRD-K08252256-236-17-1:10;CPC017_MCF7_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,-666;-666,0.0
100,CPC017_MCF7_24H:BRD-K08252256-236-17-1:10;CPC016_NPC_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,-666;-666,0.0
101,CPC017_MCF7_24H:BRD-K08252256-236-17-1:10;CPC004_VCAP_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,-666;DICLOFENAC SODIUM,0.0
102,CPC016_NPC_24H:BRD-A68929948-001-01-9:10;CPC016_NPC_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;-666,0.0
103,CPC016_NPC_24H:BRD-A68929948-001-01-9:10;CPC004_VCAP_24H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,-666;DICLOFENAC SODIUM,0.0
104,CPC004_VCAP_24H:BRD-K08252256-236-17-1:10;CPC004_VCAP_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;DICLOFENAC SODIUM,0.0
105,CPC017_MCF7_24H:BRD-K08252256-236-17-1:10;CPC011_PC3_6H:BRD-K08252256-236-25-4:10,BRD-K08252256;BRD-K08252256,"-666;benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.8756227202324558
106,CPC017_MCF7_24H:BRD-K08252256-236-17-1:10;CPC016_A375_6H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,-666;-666,0.8765552426127532
107,CPC016_A375_6H:BRD-A68929948-001-01-9:10;CPC011_PC3_6H:BRD-K08252256-236-25-4:10,BRD-A68929948;BRD-K08252256,"-666;benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.8781975847160126
108,CPC016_NPC_24H:BRD-A68929948-001-01-9:10;CPC017_MCF7_24H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,-666;-666,0.8812962377211667
109,CPC017_MCF7_24H:BRD-K08252256-236-17-1:10;CPC004_MCF7_6H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,-666;DICLOFENAC SODIUM,0.882657901549874
110,CPC016_NPC_24H:BRD-A68929948-001-01-9:10;CPC011_PC3_6H:BRD-K08252256-236-25-4:10,BRD-A68929948;BRD-K08252256,"-666;benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.8826756498702499
111,CPC017_MCF7_24H:BRD-K08252256-236-17-1:10;CPC004_VCAP_6H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,-666;DICLOFENAC SODIUM,0.8832206821948227
112,CPC017_MCF7_24H:BRD-K08252256-236-17-1:10;CPC016_HT29_6H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,-666;-666,0.884932990448708
113,CPC004_VCAP_24H:BRD-K08252256-236-17-1:10;CPC017_MCF7_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;-666,0.886439084656214
114,CPC016_NPC_24H:BRD-A68929948-001-01-9:10;CPC016_A375_6H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;-666,0.8869711863427525
115,CPC004_MCF7_6H:BRD-K08252256-236-17-1:10;CPC011_PC3_6H:BRD-K08252256-236-25-4:10,BRD-K08252256;BRD-K08252256,"DICLOFENAC SODIUM;benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.8874382596417343
116,CPC017_MCF7_24H:BRD-K08252256-236-17-1:10;CPC001_VCAP_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,-666;DAPT,0.8877419811462942
117,CPC004_VCAP_6H:BRD-K08252256-236-17-1:10;CPC016_A375_6H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;-666,0.8879382038890717
118,CPC001_VCAP_24H:BRD-A68929948-001-01-9:10;CPC011_PC3_6H:BRD-K08252256-236-25-4:10,BRD-A68929948;BRD-K08252256,"DAPT;benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.8884359995678068
119,CPC004_VCAP_6H:BRD-K08252256-236-17-1:10;CPC011_PC3_6H:BRD-K08252256-236-25-4:10,BRD-K08252256;BRD-K08252256,"DICLOFENAC SODIUM;benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.8888793166520197
120,CPC004_MCF7_6H:BRD-K08252256-236-17-1:10;CPC016_A375_6H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;-666,0.8891211618252588
121,CPC016_HT29_6H:BRD-A68929948-001-01-9:10;CPC011_PC3_6H:BRD-K08252256-236-25-4:10,BRD-A68929948;BRD-K08252256,"-666;benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.890306876875604
122,CPC016_A375_6H:BRD-A68929948-001-01-9:10;CPC016_HT29_6H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;-666,0.8910135962303358
123,CPC017_MCF7_24H:BRD-K08252256-236-17-1:10;CPC004_PC3_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,-666;DICLOFENAC SODIUM,0.8910624663666196
124,CPC017_MCF7_24H:BRD-K08252256-236-17-1:10;CPC001_HCC515_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,-666;DAPT,0.8916030042098841
125,CPC001_VCAP_24H:BRD-A68929948-001-01-9:10;CPC016_A375_6H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,DAPT;-666,0.8941510414029419
126,CPC004_VCAP_24H:BRD-K08252256-236-17-1:10;CPC011_PC3_6H:BRD-K08252256-236-25-4:10,BRD-K08252256;BRD-K08252256,"DICLOFENAC SODIUM;benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.8947617627629818
